order_id,customer_id,order_date,product,category,price,quantity
2189,C1522,2024-11-28,Chair,Furniture,200,4
2190,C4051,2024-05-04,Chair,Furniture,200,4
2191,C6198,2026-02-25,Laptop,Electronics,800,5
2192,C1577,2025-05-01,Desk,Furniture,350,2
2193,C1656,2024-11-27,Watch,Accessories,150,2
2194,C7284,2024-05-30,Laptop,Electronics,800,3
2195,C8450,2025-01-19,Watch,Accessories,150,4
2196,C1353,2025-05-30,Tshirt,Fashion,30,5
2197,C6188,2025-07-17,Backpack,Accessories,70,2
2198,C3042,2024-09-30,Backpack,Accessories,70,5
2199,C4735,2025-01-08,Shoes,Fashion,80,1
2200,C8957,2024-05-23,Backpack,Accessories,70,5
2201,C7208,2025-10-05,Shoes,Fashion,80,5
2202,C7764,2024-11-07,Tshirt,Fashion,30,2
2203,C7364,2025-06-06,Watch,Accessories,150,3
2204,C4051,2024-07-10,Watch,Accessories,150,2
2205,C6938,2025-09-15,Headphones,Electronics,120,4
2206,C2677,2024-09-23,Jeans,Fashion,60,3
2207,C1527,2024-03-12,Tshirt,Fashion,30,3
2208,C8463,2025-03-01,Laptop,Electronics,800,4
2209,C8214,2025-03-02,Tshirt,Fashion,30,4
2210,C9944,2025-11-30,Backpack,Accessories,70,4
2211,C1805,2024-05-16,Watch,Accessories,150,2
2212,C2158,2026-02-01,Watch,Accessories,150,2
2213,C6670,2025-12-01,Headphones,Electronics,120,5
2214,C8478,2025-01-21,Watch,Accessories,150,5
2215,C8418,2025-12-10,Shoes,Fashion,80,5
2216,C6675,2025-04-05,Watch,Accessories,150,4
2217,C1049,2024-05-04,Phone,Electronics,600,4
2218,C2695,2024-11-03,Tshirt,Fashion,30,5
2219,C8577,2024-04-23,Headphones,Electronics,120,1
2220,C9142,2024-03-29,Shoes,Fashion,80,5
2221,C5669,2024-09-05,Chair,Furniture,200,5
2222,C5932,2025-12-27,Desk,Furniture,350,2
2223,C1208,2025-05-18,Tshirt,Fashion,30,1
2224,C9275,2025-06-29,Tshirt,Fashion,30,5
2225,C5688,2025-01-08,Phone,Electronics,600,2
2226,C4668,2025-05-20,Tshirt,Fashion,30,2
2227,C4007,2025-09-11,Desk,Furniture,350,3
2228,C7063,2024-06-30,Headphones,Electronics,120,3
2229,C4575,2024-08-05,Laptop,Electronics,800,2
2230,C1462,2024-10-25,Backpack,Accessories,70,4
2231,C5152,2025-09-30,Headphones,Electronics,120,3
2232,C9514,2024-08-04,Watch,Accessories,150,1
2233,C9175,2026-01-28,Phone,Electronics,600,1
2234,C3523,2025-04-28,Jeans,Fashion,60,3
2235,C6435,2024-05-13,Phone,Electronics,600,2
2236,C6164,2026-03-03,Laptop,Electronics,800,1
2237,C2641,2024-12-31,Tshirt,Fashion,30,2
2238,C4547,2024-10-13,Phone,Electronics,600,2
2239,C4391,2025-05-10,Laptop,Electronics,800,3
2240,C6940,2025-06-17,Headphones,Electronics,120,2
2241,C4140,2025-03-05,Chair,Furniture,200,4
2242,C2070,2025-03-17,Laptop,Electronics,800,4
2243,C1574,2025-10-30,Laptop,Electronics,800,3
2244,C7714,2026-02-21,Headphones,Electronics,120,1
2245,C6823,2026-02-06,Shoes,Fashion,80,3
2246,C3610,2025-03-20,Desk,Furniture,350,2
2247,C4706,2024-03-17,Watch,Accessories,150,4
2248,C1849,2025-07-15,Headphones,Electronics,120,3
2249,C5835,2024-10-17,Tshirt,Fashion,30,4
2250,C4241,2025-06-16,Headphones,Electronics,120,2
2251,C8020,2025-11-28,Tshirt,Fashion,30,4
2252,C3338,2025-01-22,Watch,Accessories,150,3
2253,C5231,2024-08-22,Desk,Furniture,350,2
2254,C2215,2024-06-02,Phone,Electronics,600,5
2255,C1730,2024-10-16,Backpack,Accessories,70,5
2256,C6917,2024-12-20,Chair,Furniture,200,5
2257,C6930,2025-07-14,Phone,Electronics,600,4
2258,C9870,2025-05-03,Headphones,Electronics,120,5
2259,C3664,2025-07-02,Watch,Accessories,150,2
2260,C3883,2024-12-02,Phone,Electronics,600,5
2261,C2016,2024-12-10,Shoes,Fashion,80,1
2262,C9589,2025-07-13,Jeans,Fashion,60,2
2263,C1925,2025-07-13,Backpack,Accessories,70,5
2264,C6240,2024-05-01,Laptop,Electronics,800,4
2265,C1264,2024-07-26,Headphones,Electronics,120,5
2266,C8948,2024-03-11,Jeans,Fashion,60,2
2267,C5685,2024-03-24,Watch,Accessories,150,4
2268,C2336,2025-06-30,Backpack,Accessories,70,5
2269,C8324,2025-03-22,Phone,Electronics,600,2
2270,C9302,2026-01-05,Tshirt,Fashion,30,3
2271,C2259,2024-06-05,Laptop,Electronics,800,2
2272,C7565,2024-05-29,Shoes,Fashion,80,4
2273,C5769,2025-10-21,Laptop,Electronics,800,5
2274,C6608,2024-12-19,Watch,Accessories,150,1
2275,C3082,2025-01-07,Tshirt,Fashion,30,1
2276,C1768,2025-04-21,Chair,Furniture,200,1
2277,C8757,2026-01-03,Tshirt,Fashion,30,2
2278,C6984,2025-09-29,Phone,Electronics,600,3
2279,C4715,2024-09-26,Phone,Electronics,600,1
2280,C9937,2024-10-04,Laptop,Electronics,800,3
2281,C2902,2025-06-04,Tshirt,Fashion,30,1
2282,C7914,2024-12-29,Headphones,Electronics,120,4
2283,C3630,2024-12-19,Phone,Electronics,600,4
2284,C7941,2025-02-21,Headphones,Electronics,120,5
2285,C9434,2024-08-30,Phone,Electronics,600,2
2286,C4899,2026-01-27,Tshirt,Fashion,30,2
2287,C3456,2025-05-11,Shoes,Fashion,80,4
2288,C8245,2026-01-27,Jeans,Fashion,60,2
2289,C5516,2025-11-11,Watch,Accessories,150,2
2290,C5920,2024-11-11,Chair,Furniture,200,4
2291,C8223,2025-01-18,Watch,Accessories,150,3
2292,C8404,2025-04-29,Laptop,Electronics,800,2
2293,C2580,2025-06-06,Phone,Electronics,600,1
2294,C8368,2026-01-30,Tshirt,Fashion,30,5
2295,C9832,2025-12-01,Watch,Accessories,150,5
2296,C3721,2025-09-19,Watch,Accessories,150,2
2297,C8538,2024-07-01,Laptop,Electronics,800,3
2298,C7682,2024-07-18,Chair,Furniture,200,5
2299,C3303,2024-12-10,Watch,Accessories,150,3
2300,C3991,2024-12-16,Chair,Furniture,200,4
2301,C1812,2025-01-21,Phone,Electronics,600,5
2302,C8743,2025-02-25,Phone,Electronics,600,3
2303,C5790,2024-04-25,Backpack,Accessories,70,1
2304,C4511,2025-04-26,Laptop,Electronics,800,4
2305,C6726,2025-03-01,Desk,Furniture,350,1
2306,C3358,2024-09-30,Phone,Electronics,600,1
2307,C8433,2024-07-05,Shoes,Fashion,80,4
2308,C3295,2024-08-05,Watch,Accessories,150,3
2309,C6661,2025-05-23,Shoes,Fashion,80,2
2310,C6454,2026-02-21,Tshirt,Fashion,30,5
2311,C9807,2025-08-09,Backpack,Accessories,70,5
2312,C2420,2025-02-03,Backpack,Accessories,70,4
2313,C7403,2025-01-07,Tshirt,Fashion,30,4
2314,C4136,2025-12-05,Backpack,Accessories,70,5
2315,C6959,2026-02-20,Desk,Furniture,350,4
2316,C3396,2026-02-10,Laptop,Electronics,800,1
2317,C1073,2024-06-28,Backpack,Accessories,70,3
2318,C5021,2024-07-15,Desk,Furniture,350,4
2319,C5438,2024-05-27,Chair,Furniture,200,5
2320,C1049,2024-11-03,Chair,Furniture,200,5
2321,C7201,2025-01-27,Headphones,Electronics,120,2
2322,C3956,2024-04-17,Watch,Accessories,150,1
2323,C5326,2024-05-30,Watch,Accessories,150,4
2324,C3296,2025-05-07,Backpack,Accessories,70,1
2325,C8285,2025-01-17,Jeans,Fashion,60,2
2326,C6118,2026-02-20,Jeans,Fashion,60,5
2327,C4234,2025-01-21,Backpack,Accessories,70,4
2328,C7550,2025-10-30,Shoes,Fashion,80,4
2329,C5968,2024-10-05,Desk,Furniture,350,3
2330,C3389,2025-01-24,Laptop,Electronics,800,1
2331,C9509,2024-10-02,Chair,Furniture,200,5
2332,C5965,2025-12-27,Watch,Accessories,150,4
2333,C2524,2025-02-02,Laptop,Electronics,800,2
2334,C3980,2024-09-14,Backpack,Accessories,70,2
2335,C7618,2025-06-30,Watch,Accessories,150,3
2336,C1683,2024-03-25,Jeans,Fashion,60,3
2337,C4698,2025-05-26,Headphones,Electronics,120,4
2338,C5620,2024-11-11,Desk,Furniture,350,1
2339,C4044,2024-03-14,Phone,Electronics,600,3
2340,C5102,2025-06-10,Jeans,Fashion,60,2
2341,C6734,2024-03-22,Tshirt,Fashion,30,2
2342,C6771,2024-12-11,Tshirt,Fashion,30,1
2343,C4670,2024-04-12,Shoes,Fashion,80,4
2344,C4551,2024-03-15,Jeans,Fashion,60,1
2345,C8019,2025-06-22,Shoes,Fashion,80,5
2346,C1870,2025-02-03,Laptop,Electronics,800,4
2347,C8731,2024-04-27,Watch,Accessories,150,1
2348,C4304,2024-06-26,Watch,Accessories,150,3
2349,C2329,2024-05-12,Phone,Electronics,600,2
2350,C6886,2024-10-20,Watch,Accessories,150,5
2351,C8758,2024-04-13,Laptop,Electronics,800,2
2352,C9994,2024-09-07,Laptop,Electronics,800,4
2353,C9858,2025-09-04,Tshirt,Fashion,30,3
2354,C6584,2025-02-16,Laptop,Electronics,800,2
2355,C8849,2024-11-25,Shoes,Fashion,80,5
2356,C1846,2026-01-31,Shoes,Fashion,80,1
2357,C5077,2024-04-22,Headphones,Electronics,120,1
2358,C2963,2025-10-31,Headphones,Electronics,120,2
2359,C2655,2025-05-19,Backpack,Accessories,70,1
2360,C5155,2025-05-18,Backpack,Accessories,70,5
2361,C3150,2025-03-20,Phone,Electronics,600,5
2362,C6279,2024-07-03,Headphones,Electronics,120,2
2363,C3025,2025-01-25,Chair,Furniture,200,3
2364,C3197,2024-05-03,Laptop,Electronics,800,2
2365,C7079,2024-06-16,Phone,Electronics,600,2
2366,C9804,2025-08-21,Backpack,Accessories,70,2
2367,C4525,2024-09-21,Desk,Furniture,350,1
2368,C6295,2025-08-13,Shoes,Fashion,80,2
2369,C2301,2024-07-13,Jeans,Fashion,60,2
2370,C2862,2026-01-28,Phone,Electronics,600,4
2371,C2580,2024-03-27,Watch,Accessories,150,1
2372,C6252,2026-01-17,Phone,Electronics,600,4
2373,C7857,2025-05-23,Chair,Furniture,200,3
2374,C4083,2025-11-22,Jeans,Fashion,60,1
2375,C6570,2025-07-19,Phone,Electronics,600,3
2376,C9204,2024-05-02,Jeans,Fashion,60,2
2377,C1116,2026-01-27,Jeans,Fashion,60,1
2378,C4679,2024-06-12,Shoes,Fashion,80,5
2379,C6884,2025-01-22,Chair,Furniture,200,1
2380,C2671,2025-06-20,Backpack,Accessories,70,5
2381,C6179,2025-03-01,Watch,Accessories,150,5
2382,C3107,2024-05-24,Watch,Accessories,150,5
2383,C5598,2024-08-09,Headphones,Electronics,120,3
2384,C4278,2025-02-23,Headphones,Electronics,120,5
2385,C7048,2025-05-01,Backpack,Accessories,70,1
2386,C5142,2025-11-20,Phone,Electronics,600,2
2387,C5594,2025-04-28,Chair,Furniture,200,3
2388,C8697,2024-05-04,Watch,Accessories,150,5
2389,C7404,2024-09-22,Jeans,Fashion,60,2
2390,C3513,2024-07-28,Phone,Electronics,600,4
2391,C3210,2024-08-18,Watch,Accessories,150,3
2392,C5681,2025-08-21,Backpack,Accessories,70,3
2393,C1601,2024-10-01,Laptop,Electronics,800,2
2394,C6897,2024-08-15,Watch,Accessories,150,5
2395,C4680,2024-09-01,Jeans,Fashion,60,4
2396,C3986,2025-02-23,Phone,Electronics,600,1
2397,C3699,2025-08-12,Shoes,Fashion,80,3
2398,C4605,2025-03-11,Desk,Furniture,350,2
2399,C1376,2024-10-24,Chair,Furniture,200,5
2400,C9712,2025-04-10,Phone,Electronics,600,3
2401,C4098,2024-09-26,Desk,Furniture,350,4
2402,C4629,2025-07-08,Headphones,Electronics,120,5
2403,C3188,2024-10-04,Headphones,Electronics,120,4
2404,C8478,2025-09-02,Tshirt,Fashion,30,4
2405,C7970,2024-09-27,Jeans,Fashion,60,2
2406,C9944,2025-08-31,Shoes,Fashion,80,1
2407,C6133,2024-09-07,Laptop,Electronics,800,4
2408,C9964,2024-03-12,Watch,Accessories,150,3
2409,C5944,2025-10-15,Jeans,Fashion,60,2
2410,C1823,2026-01-27,Phone,Electronics,600,3
2411,C7858,2025-10-17,Headphones,Electronics,120,5
2412,C5855,2024-06-15,Jeans,Fashion,60,5
2413,C6319,2025-10-28,Tshirt,Fashion,30,3
2414,C8355,2025-10-19,Backpack,Accessories,70,2
2415,C4518,2025-09-28,Tshirt,Fashion,30,3
2416,C5572,2025-08-28,Shoes,Fashion,80,1
2417,C7636,2024-12-18,Backpack,Accessories,70,3
2418,C8146,2025-10-26,Shoes,Fashion,80,3
2419,C4168,2025-07-27,Chair,Furniture,200,2
2420,C7243,2024-11-16,Shoes,Fashion,80,3
2421,C4485,2024-03-10,Chair,Furniture,200,5
2422,C1688,2025-07-13,Desk,Furniture,350,4
2423,C7920,2024-03-31,Laptop,Electronics,800,2
2424,C6070,2025-02-01,Chair,Furniture,200,5
2425,C6520,2025-11-18,Chair,Furniture,200,5
2426,C7361,2024-04-01,Jeans,Fashion,60,5
2427,C1234,2025-11-30,Desk,Furniture,350,3
2428,C4876,2024-05-08,Backpack,Accessories,70,5
2429,C6289,2025-11-06,Watch,Accessories,150,1
2430,C7710,2025-01-29,Laptop,Electronics,800,5
2431,C1911,2025-12-23,Desk,Furniture,350,4
2432,C3233,2026-01-10,Shoes,Fashion,80,3
2433,C8515,2025-07-25,Backpack,Accessories,70,5
2434,C2296,2024-11-17,Desk,Furniture,350,4
2435,C8139,2024-06-13,Watch,Accessories,150,5
2436,C2841,2025-12-07,Headphones,Electronics,120,3
2437,C9287,2025-08-04,Watch,Accessories,150,1
2438,C5976,2024-07-30,Tshirt,Fashion,30,2
2439,C7181,2025-11-22,Headphones,Electronics,120,5
2440,C4451,2025-10-22,Shoes,Fashion,80,2
2441,C1867,2025-09-18,Chair,Furniture,200,3
2442,C9890,2025-10-31,Phone,Electronics,600,3
2443,C1424,2026-02-01,Headphones,Electronics,120,2
2444,C7863,2024-08-28,Tshirt,Fashion,30,2
2445,C8030,2025-06-25,Headphones,Electronics,120,1
2446,C4147,2025-04-15,Headphones,Electronics,120,2
2447,C5800,2024-05-13,Backpack,Accessories,70,3
2448,C8476,2025-09-18,Shoes,Fashion,80,1
2449,C6089,2025-11-08,Desk,Furniture,350,1
2450,C1230,2025-09-15,Backpack,Accessories,70,1
2451,C6343,2024-06-30,Backpack,Accessories,70,4
2452,C3357,2026-02-21,Headphones,Electronics,120,2
2453,C2520,2024-05-28,Jeans,Fashion,60,4
2454,C4712,2025-11-04,Shoes,Fashion,80,1
2455,C9166,2025-09-26,Backpack,Accessories,70,1
2456,C8851,2025-03-26,Jeans,Fashion,60,4
2457,C2919,2024-11-05,Backpack,Accessories,70,4
2458,C6179,2025-09-18,Shoes,Fashion,80,3
2459,C2406,2024-07-08,Backpack,Accessories,70,2
2460,C1014,2024-11-04,Jeans,Fashion,60,4
2461,C8235,2024-10-06,Jeans,Fashion,60,2
2462,C1269,2025-06-08,Tshirt,Fashion,30,3
2463,C1618,2025-03-16,Tshirt,Fashion,30,3
2464,C7005,2025-04-02,Chair,Furniture,200,5
2465,C2862,2025-07-28,Laptop,Electronics,800,1
2466,C4190,2025-04-04,Watch,Accessories,150,2
2467,C9744,2025-01-25,Laptop,Electronics,800,4
2468,C2735,2025-12-04,Phone,Electronics,600,3
2469,C6743,2026-02-25,Tshirt,Fashion,30,2
2470,C7667,2024-10-05,Desk,Furniture,350,3
2471,C2631,2024-05-26,Jeans,Fashion,60,4
2472,C1585,2026-01-30,Headphones,Electronics,120,1
2473,C1298,2025-01-23,Shoes,Fashion,80,4
2474,C8633,2025-09-25,Tshirt,Fashion,30,5
2475,C5193,2024-12-19,Phone,Electronics,600,1
2476,C8616,2026-02-05,Backpack,Accessories,70,1
2477,C5165,2024-07-24,Jeans,Fashion,60,2
2478,C8355,2025-10-04,Backpack,Accessories,70,3
2479,C7550,2025-04-22,Jeans,Fashion,60,3
2480,C9722,2025-01-03,Jeans,Fashion,60,5
2481,C8459,2025-04-18,Jeans,Fashion,60,2
2482,C2244,2025-03-14,Laptop,Electronics,800,5
2483,C5971,2026-03-05,Watch,Accessories,150,3
2484,C5663,2025-12-17,Jeans,Fashion,60,1
2485,C9393,2025-10-28,Chair,Furniture,200,3
2486,C8708,2025-04-12,Phone,Electronics,600,1
2487,C5475,2025-07-02,Tshirt,Fashion,30,4
2488,C4652,2025-09-29,Headphones,Electronics,120,5
2489,C6020,2024-09-15,Desk,Furniture,350,1
2490,C2019,2024-08-13,Backpack,Accessories,70,4
2491,C1038,2026-02-06,Chair,Furniture,200,5
2492,C7566,2025-03-29,Headphones,Electronics,120,5
2493,C4997,2025-03-06,Backpack,Accessories,70,1
2494,C9299,2025-01-17,Desk,Furniture,350,3
2495,C7030,2024-03-13,Watch,Accessories,150,1
2496,C6754,2025-04-16,Desk,Furniture,350,4
2497,C2908,2025-02-24,Chair,Furniture,200,5
2498,C8442,2025-07-04,Chair,Furniture,200,3
2499,C1845,2026-01-13,Chair,Furniture,200,3
2500,C7691,2024-10-21,Jeans,Fashion,60,4
2501,C3772,2025-09-01,Desk,Furniture,350,1
2502,C8995,2025-09-13,Desk,Furniture,350,3
2503,C9007,2024-04-16,Phone,Electronics,600,5
2504,C6520,2024-09-06,Shoes,Fashion,80,4
2505,C5730,2024-06-04,Phone,Electronics,600,3
2506,C5128,2024-07-31,Tshirt,Fashion,30,2
2507,C3035,2025-10-02,Desk,Furniture,350,2
2508,C5180,2024-10-02,Chair,Furniture,200,1
2509,C3032,2024-11-02,Desk,Furniture,350,2
2510,C1579,2025-04-10,Chair,Furniture,200,4
2511,C9829,2025-05-10,Desk,Furniture,350,5
2512,C7955,2025-01-17,Laptop,Electronics,800,3
2513,C6735,2025-05-09,Jeans,Fashion,60,3
2514,C4759,2025-04-30,Watch,Accessories,150,5
2515,C7105,2024-06-14,Jeans,Fashion,60,5
2516,C2980,2024-08-29,Tshirt,Fashion,30,3
2517,C1417,2024-12-20,Tshirt,Fashion,30,5
2518,C3118,2024-03-23,Chair,Furniture,200,3
2519,C9303,2024-08-12,Laptop,Electronics,800,5
2520,C6731,2025-04-25,Desk,Furniture,350,3
2521,C7054,2025-11-30,Tshirt,Fashion,30,4
2522,C1377,2025-05-23,Laptop,Electronics,800,2
2523,C5351,2026-02-19,Headphones,Electronics,120,3
2524,C7916,2025-02-20,Jeans,Fashion,60,2
2525,C2701,2025-09-17,Watch,Accessories,150,3
2526,C9043,2024-09-03,Chair,Furniture,200,1
2527,C2811,2024-06-14,Laptop,Electronics,800,2
2528,C2453,2024-06-04,Backpack,Accessories,70,2
2529,C2822,2025-09-01,Headphones,Electronics,120,2
2530,C8553,2026-02-05,Headphones,Electronics,120,4
2531,C5729,2025-04-30,Desk,Furniture,350,5
2532,C8018,2025-09-22,Watch,Accessories,150,1
2533,C6495,2024-07-21,Watch,Accessories,150,2
2534,C3086,2024-04-17,Shoes,Fashion,80,2
2535,C2802,2025-08-27,Laptop,Electronics,800,5
2536,C6221,2025-04-02,Chair,Furniture,200,1
2537,C9265,2025-10-11,Tshirt,Fashion,30,4
2538,C2953,2026-01-21,Phone,Electronics,600,4
2539,C2933,2024-09-11,Jeans,Fashion,60,4
2540,C9065,2026-01-01,Headphones,Electronics,120,4
2541,C6718,2025-11-21,Desk,Furniture,350,4
2542,C1506,2024-05-26,Chair,Furniture,200,2
2543,C4109,2025-09-27,Shoes,Fashion,80,4
2544,C7263,2025-08-26,Watch,Accessories,150,5
2545,C9499,2025-01-17,Tshirt,Fashion,30,3
2546,C8542,2026-01-28,Shoes,Fashion,80,3
2547,C8715,2025-11-23,Desk,Furniture,350,5
2548,C9292,2025-04-20,Tshirt,Fashion,30,1
2549,C1013,2025-04-26,Headphones,Electronics,120,2
2550,C6138,2024-07-12,Headphones,Electronics,120,1
2551,C4332,2025-01-24,Desk,Furniture,350,3
2552,C5736,2025-12-17,Desk,Furniture,350,4
2553,C1615,2024-11-11,Tshirt,Fashion,30,5
2554,C8283,2024-04-22,Shoes,Fashion,80,3
2555,C9043,2025-09-18,Backpack,Accessories,70,5
2556,C9418,2025-12-09,Phone,Electronics,600,2
2557,C2386,2024-12-21,Laptop,Electronics,800,3
2558,C9949,2024-07-15,Backpack,Accessories,70,1
2559,C3999,2025-10-05,Headphones,Electronics,120,4
2560,C8860,2025-11-05,Watch,Accessories,150,1
2561,C8337,2024-07-09,Laptop,Electronics,800,4
2562,C3779,2026-01-26,Backpack,Accessories,70,5
2563,C5060,2024-03-25,Jeans,Fashion,60,3
2564,C1190,2025-06-21,Jeans,Fashion,60,4
2565,C3171,2025-07-24,Tshirt,Fashion,30,5
2566,C7262,2024-04-23,Watch,Accessories,150,3
2567,C1786,2024-09-17,Tshirt,Fashion,30,2
2568,C8797,2025-05-27,Phone,Electronics,600,3
2569,C8925,2025-11-26,Jeans,Fashion,60,4
2570,C5427,2024-11-07,Jeans,Fashion,60,2
2571,C5426,2024-08-19,Headphones,Electronics,120,2
2572,C1007,2024-12-24,Backpack,Accessories,70,3
2573,C8444,2026-01-10,Backpack,Accessories,70,2
2574,C3964,2024-07-23,Shoes,Fashion,80,3
2575,C9815,2025-12-26,Chair,Furniture,200,4
2576,C9479,2025-03-01,Jeans,Fashion,60,5
2577,C5626,2025-02-02,Shoes,Fashion,80,1
2578,C7411,2024-08-08,Shoes,Fashion,80,1
2579,C6909,2025-03-21,Desk,Furniture,350,4
2580,C7552,2026-01-05,Tshirt,Fashion,30,3
2581,C9127,2025-01-04,Desk,Furniture,350,1
2582,C4190,2025-08-30,Shoes,Fashion,80,3
2583,C8001,2024-04-22,Tshirt,Fashion,30,4
2584,C6807,2025-06-05,Desk,Furniture,350,5
2585,C7121,2026-01-24,Shoes,Fashion,80,5
2586,C8144,2024-07-27,Backpack,Accessories,70,5
2587,C4642,2024-07-21,Chair,Furniture,200,1
2588,C7690,2025-01-07,Tshirt,Fashion,30,1
2589,C9113,2024-09-19,Watch,Accessories,150,3
2590,C8045,2025-12-14,Shoes,Fashion,80,4
2591,C7184,2024-08-30,Laptop,Electronics,800,2
2592,C9952,2025-06-06,Desk,Furniture,350,4
2593,C6309,2026-02-16,Shoes,Fashion,80,5
2594,C4624,2024-12-16,Watch,Accessories,150,5
2595,C4715,2025-03-29,Phone,Electronics,600,1
2596,C3461,2026-02-19,Watch,Accessories,150,3
2597,C7324,2025-03-19,Chair,Furniture,200,1
2598,C8554,2024-07-03,Shoes,Fashion,80,2
2599,C6498,2026-01-12,Laptop,Electronics,800,2
2600,C7397,2024-08-29,Laptop,Electronics,800,3
2601,C8458,2025-06-02,Headphones,Electronics,120,1
2602,C4739,2025-09-23,Headphones,Electronics,120,4
2603,C1794,2024-10-26,Headphones,Electronics,120,1
2604,C1410,2025-08-18,Headphones,Electronics,120,3
2605,C8011,2024-07-06,Phone,Electronics,600,3
2606,C2829,2025-01-20,Phone,Electronics,600,2
2607,C7129,2026-01-17,Backpack,Accessories,70,3
2608,C6837,2025-05-13,Headphones,Electronics,120,2
2609,C1666,2024-04-02,Headphones,Electronics,120,1
2610,C1299,2026-02-07,Watch,Accessories,150,4
2611,C8064,2024-07-28,Phone,Electronics,600,2
2612,C5289,2024-11-20,Backpack,Accessories,70,1
2613,C4994,2024-12-18,Tshirt,Fashion,30,1
2614,C1726,2024-05-21,Watch,Accessories,150,1
2615,C7218,2025-04-23,Backpack,Accessories,70,1
2616,C7909,2025-10-06,Phone,Electronics,600,2
2617,C8764,2024-08-23,Shoes,Fashion,80,3
2618,C3031,2026-01-26,Desk,Furniture,350,2
2619,C2881,2024-09-22,Desk,Furniture,350,2
2620,C1994,2026-01-02,Shoes,Fashion,80,1
2621,C1555,2024-09-06,Desk,Furniture,350,5
2622,C3372,2024-06-08,Desk,Furniture,350,1
2623,C2732,2024-11-26,Phone,Electronics,600,3
2624,C6681,2025-04-24,Shoes,Fashion,80,4
2625,C9846,2024-04-30,Chair,Furniture,200,4
2626,C4390,2024-11-28,Phone,Electronics,600,2
2627,C5973,2025-08-20,Watch,Accessories,150,3
2628,C8463,2026-03-07,Headphones,Electronics,120,4
2629,C5513,2025-01-08,Desk,Furniture,350,4
2630,C9547,2024-06-05,Chair,Furniture,200,4
2631,C2893,2025-11-16,Desk,Furniture,350,3
2632,C1521,2024-03-16,Chair,Furniture,200,4
2633,C6006,2024-05-29,Backpack,Accessories,70,1
2634,C1288,2024-10-15,Chair,Furniture,200,5
2635,C7474,2025-09-12,Backpack,Accessories,70,5
2636,C7310,2025-08-09,Headphones,Electronics,120,5
2637,C4125,2026-02-04,Phone,Electronics,600,4
2638,C9768,2025-08-03,Watch,Accessories,150,3
2639,C8431,2025-11-17,Shoes,Fashion,80,4
2640,C9290,2025-06-04,Jeans,Fashion,60,1
2641,C9365,2025-04-07,Laptop,Electronics,800,1
2642,C6609,2025-12-08,Backpack,Accessories,70,1
2643,C2840,2025-06-29,Headphones,Electronics,120,1
2644,C6647,2024-05-01,Chair,Furniture,200,4
2645,C1882,2025-05-11,Jeans,Fashion,60,1
2646,C3834,2025-06-07,Tshirt,Fashion,30,2
2647,C3660,2025-12-15,Phone,Electronics,600,1
2648,C5287,2025-09-24,Backpack,Accessories,70,2
2649,C6786,2025-01-01,Laptop,Electronics,800,2
2650,C7747,2024-12-13,Watch,Accessories,150,1
2651,C3511,2024-09-08,Watch,Accessories,150,3
2652,C9895,2024-10-26,Shoes,Fashion,80,4
2653,C4534,2025-01-29,Headphones,Electronics,120,1
2654,C5252,2024-09-20,Jeans,Fashion,60,5
2655,C5646,2025-01-01,Laptop,Electronics,800,3
2656,C1606,2024-07-22,Laptop,Electronics,800,5
2657,C3688,2024-10-24,Backpack,Accessories,70,5
2658,C1645,2024-08-18,Shoes,Fashion,80,4
2659,C4321,2024-10-24,Laptop,Electronics,800,1
2660,C7735,2024-06-17,Tshirt,Fashion,30,4
2661,C6714,2024-12-21,Shoes,Fashion,80,5
2662,C3558,2025-03-17,Chair,Furniture,200,4
2663,C4160,2025-02-07,Jeans,Fashion,60,1
2664,C8415,2024-09-04,Chair,Furniture,200,2
2665,C6713,2025-02-09,Desk,Furniture,350,3
2666,C7158,2025-07-21,Jeans,Fashion,60,1
2667,C5610,2024-11-11,Backpack,Accessories,70,3
2668,C4353,2024-04-10,Backpack,Accessories,70,5
2669,C1455,2024-05-13,Desk,Furniture,350,2
2670,C6250,2024-07-13,Chair,Furniture,200,5
2671,C9450,2025-10-04,Headphones,Electronics,120,2
2672,C6776,2024-07-22,Shoes,Fashion,80,5
2673,C4322,2025-07-09,Watch,Accessories,150,5
2674,C7232,2024-05-29,Watch,Accessories,150,1
2675,C3404,2024-11-05,Desk,Furniture,350,2
2676,C5196,2024-09-16,Backpack,Accessories,70,5
2677,C5563,2025-04-18,Laptop,Electronics,800,2
2678,C7703,2024-10-12,Watch,Accessories,150,2
2679,C5451,2024-12-27,Headphones,Electronics,120,4
2680,C2172,2025-05-05,Laptop,Electronics,800,5
2681,C8552,2024-06-07,Chair,Furniture,200,5
2682,C9279,2025-08-19,Phone,Electronics,600,3
2683,C7409,2025-08-27,Watch,Accessories,150,1
2684,C7055,2025-02-27,Watch,Accessories,150,5
2685,C3163,2024-08-29,Backpack,Accessories,70,2
2686,C4338,2024-05-30,Phone,Electronics,600,3
2687,C1604,2024-09-30,Shoes,Fashion,80,5
2688,C9404,2024-03-13,Shoes,Fashion,80,5
2689,C1372,2025-02-03,Headphones,Electronics,120,3
2690,C8723,2026-02-15,Tshirt,Fashion,30,4
2691,C4847,2024-07-19,Tshirt,Fashion,30,2
2692,C8726,2024-12-24,Tshirt,Fashion,30,4
